Date,Event,Fatalities,Route,Location,Aircraft Type,Passengers,Registration,Aircraft,Crew,Responsible Group,People on Board,Crash Cause,Total Fatalities,Accident Cause,Survivors,Flight Number,Weather,Probable Cause,Airline,Flight Route,Total Passengers,Crew Members,Ground Casualties,Total Crew,Establishment Date,Contributing Factors,,Cause,Accident Description,Possible Causes,Total Fatalties,Crash Location,Crew Deaths,Aircraft Registration,Main Cause,Engine Type,Notable Individuals,Capacity,Aircraft Information,Description,Departure Airport,Destination Airport,Destination,Outcome,Responsible Party,Operations,Name,Cause of Crash,Injuries,Formation Date,--------------------,Serious Injuries,Minor/No Injuries,Operational History,Other Details,-------,Aeroservicios Ecuatorianos Flight 767-103,Modernization Era,Peak Status,Post-1992 Status,Operation Enduring Freedom Status,2021 Status,Fall of Kabul Status,Flight Crew,Manufacturer Serial Number,Maintenance Details,Passenger Details,Responsible Group/Cause,Crew Fatalities,Passenger Fatalities,Development,Wing Position,Characteristics,Alliance Air Flight 7412,Boeing 737-2A8 (VT-EGD),Operator,Total People on Board,Crew Involved,Additional Context,Crew members,------------------------,Cameroon Airlines 3701,Departure,Ground Fatalities,Initial Engine Issue,Reason for Crash,Occupants,Smoke Detection,Wreckage Location,Flight Recorder Recovery,Founded by,First Aircraft Delivered,Battle Significance,Main Commander,Flydubai Flight 981,Additional Information:,"- Flydubai Flight 981 was a scheduled international passenger flight from Dubai to Rostov-on-Don that tragically ended in a crash during a go-around procedure, resulting in the loss of all 62 passengers and crew on board.","- The airline, Flydubai, had an excellent safety record prior to this incident and had recently become a member of the IATA organization.","- The pilots raised concerns about fatigue-related issues within the airline's rostering system, indicating potential factors affecting flight safety.",Founding Date,Founder,Headquarters,Acquired by,Fleet,Notable Awards,Merger Date,Reestablishment Date,Current Status,Minister of Defense,"This table provides a snapshot of the Nicosia Britannia disaster, showcasing essential details such as the date, location, aircraft type, number of passengers and crew, fatalities, survivors, and the contributing factors leading to the crash. These details offer a concise overview of the tragic event's key aspects.",Notes,Engine,Produced,Variant,Paratroopers,Cargo Capacity,Rear Loading Ramp/Door,Defensive Tail Gun Turret,Chinese Version,Production Year,Personnel Count,Highest Rank Held,-----------------------------------,Crash Causes,Potential Causes,LaMia Flight 2933,----------------,2933,LOT Polish Airlines Flight 5055,Alleged Cause,Possible Cause of Crash,Accident Causes,Location of Disappearance,Pakistan International Airlines Flight 268,Crew Member,------------------,Captain,First Officer,Flight Engineer 1,Flight Engineer 2,Pakistan International Airlines Flight 8303,Engine Failures,Rescued,Note,Total Lockheed C-130 Hercules Production Hulls Lost,US C-130 Losses during Vietnam War,Royal Air Force Accident Rate (1967-2005),US Air Force Hercules Overall Attrition Rate,Lineage of Russian Air Force,Commander,Sequence of Events,Investigation,Singapore Airlines Flight 006,-----------------------,Captain Foong Chee Kong,First Officer Latiff Cyrano,Relief Pilot Ng Kheng Leng,Key Causes,Responsible Crew Members,Southern Airways Flight 932,Possible Contributing Factors,Casualties,Investigating Authority,TAME Flight 120,Weather Conditions,Responsible Pilots,Crash Factors,TWA Flight 128,Crew Role,-------------------,Hours of Flight,"Pilot error, misjudgment of altitude",Origin,Fatalities (Passengers),Fatalities (Crew),Responsible Factors,Flight 352,Yekaterinburg - Vladivostok,Vnukovo Airlines 2801,"Since there is no specific responsible group mentioned in the text provided, this information has been excluded from the final table.",Initial Aircraft,Training Partnership,Initial Acquisition of Aircraft,Major Arms Deal,Aircraft Provided by Donations,Conflicts Faced by Air Force,Sole Survivor,trigger
8 February 1989,Independent Air Flight 1851,144,"Bergamo, Italy - Punta Cana, Dominican Republic (with scheduled stopover in Santa Maria, Azores)","Pico Alto, Santa Maria Airport, Azores",Boeing 707,,,,"Captain Douglas Leon Daugherty, First Officer Samuel ""Sammy"" Adcock, Flight engineer Jorge Gonzalez",,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deadliest plane crash in Portugal's history, known as ""The disaster of the Azores""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Independent Air Flight 1851
,,,,,Antonov An-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Up to 100 paratroopers or 20,000 kg of cargo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turboprop,"1,248",Various,Yes,Yes,Yes,Yes,Y-8,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian Air Force Flight 203
,,,,,,,,,,,,,,,,,,,,,,,,,8 October 1932,,,,,,,,,,,,,,,,,,,,,"World War II, Operation Vijay, Operation Meghdoot, Operation Cactus, Operation Poomalai",Indian Air Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,39,576",Air Chief Marshal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian Air Force
"October 19, 1988",Indian Airlines 113,133,,"Ahmedabad, India",Boeing 737-200,,VT-EAH,,,-,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian Airlines Flight 113
"October 12, 1976",Indian Airlines 171,95,,"Bombay Airport, India",Sud Aviation Caravelle,,Unknown,,,,95,,,,,,,Uncontained engine failure resulting in loss of control due to fuel leak and subsequent fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian Airlines Flight 171
"August 16, 1991",Indian Airlines 257,69,,Thangjing Hill,Boeing 737-2A8,,,,,,69,"Non-adherence to written procedure for approach, reliance on extreme familiarity with terrain",,,,,,,,,,,,,,,,,,,,,,VT-EFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian Airlines Flight 257
26 April 1993,Indian Airlines Flight 491,,Delhi - Bombay with multiple stopovers,"Aurangabad, India",Boeing 737-2A8,,VT-ECQ,,"Captain: Unknown, First Officer: Unknown",India's Ministry of Civil Aviation,118,False perception during takeoff leading to collision with lorry and power line,55,,,,,,,,,,,,,,,,,,,,,,,,,,"Manufacturer: Boeing, Model: 737-2A8, Built: 1974, Total Flight Hours: 43,887, Total Cycles: 50,000, Engines: 2 JT8D-9A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian Airlines Flight 491
14 February 1990,Indian Airlines Flight 605,92,,"Bangalore, India",Airbus A320-231,,VT-EPN,,,Pilots of Flight 605,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian Airlines Flight 605
"December 28, 2014",Indonesia AirAsia Flight 8501,162,,Java Sea,Airbus A320,,PK-AXC,,,,162,Rudder control system malfunction leading to loss of control and subsequent crash into the sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indonesia AirAsia Flight 8501
1 December 1981,Inex-Adria Aviopromet Flight 1308,180,,"Corsica, France",McDonnell Douglas MD-81,,YU-ANA,,,Inex-Adria,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inex-Adria Aviopromet Flight 1308
"October 30, 1975",Inex-Adria Aviopromet Flight 450,75,,"Prague, Czechoslovakia",McDonnell Douglas DC-9-32,,YU-AJO,,,Inex-Adria Aviopromet,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inex-Adria Aviopromet Flight 450
11 January 1995,Flight 256,,"El Dorado International Airport, Bogotá - Rafael Núñez International Airport, Cartagena - San Andrés",,,51,HK-3839X,McDonnell Douglas DC-9-14,,,,,50,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intercontinental de Aviaci贸n Flight 256
10 April 1973,,108,Bristol Lulsgate to Basel-Mulhouse,"Near Hochwald, Switzerland",,,G-AXOP,Vickers Vanguard 952,"Pilot Anthony Dorman, Co-Pilot Ivor Terry",,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----------------------------------------------,"Pilot disorientation, misidentification of radio beacons, tougher regulations, potential ""ghost"" beacon transmissions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invicta International Airlines Flight 435
"January 9, 2011",Iran Air Flight 277,78,,"Near Urmia Airport, Iran",Boeing 727-286Adv,,EP-IRP,,"Captain Fereydoun Dadras, First Officer Mohammad Reza Qara Tappeh, Flight Engineer Morteza Rastegar",Iranian Aviation Authorities,105,"Icing conditions, incorrect engine management, leading to double engine flame-out, loss of altitude, and crash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran Air Flight 277
"January 21, 1980",Iran Air Flight 291,,Mashad Airport to Tehran-Mehrabad Airport,,,120,EP-IRD,Boeing 727-86,8,,,Inoperable ILS and ground radar,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran Air Flight 291
3 July 1988,Iran Air Flight 655,290,Tehran to Dubai via Bandar Abbas,,,290,,Airbus A300,-,USS Vincennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran Air Flight 655
"February 12, 2002",Iran Air Tours Flight 956,119,,South-west of Tehran,,107,,Tupolev Tu-154M,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran Air Tours Flight 956
18 February 2018,Iran Aseman Airlines 3704,66,"Tehran Mehrabad International Airport to Yasuj, Iran",,ATR 72-212,60,,,6,Iranian Civil Aviation Organization,,Pilot error leading to continued approach in adverse weather conditions resulting in a mountain wave stall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran Aseman Airlines Flight 3704
"October 12, 1994",Iran Aseman Airlines 746,66,Isfahan–Tehran,,Fokker F-28,59,,,7,,,Contaminated fuel leading to engine failure and crash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran Aseman Airlines Flight 746
February 1979,Aircraft Crash Involving Islamic Republic of Iran Air Force,Not specified,,Not specified,Not specified,,,,,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iranian Air Force
"December 25, 1986",Iraqi Airways 163,63,,"Arar, Saudi Arabia",Boeing 737-270C,,YI-AGJ,,,Islamic Jihad Organization,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iraqi Airways Flight 163
"June 27, 1980",Itavia Flight 870,81,"Bologna to Palermo, Italy",Tyrrhenian Sea between Ponza and Ustica,,77,,McDonnell Douglas DC-9-15,"Captain Domenico Gatti, First Officer Enzo Fontana",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Itavia Flight 870
"August 12, 1985",Japan Air Lines Flight 123,509,Tokyo Haneda Airport - Osaka International Airport,"Mount Takamagahara, Gunma Prefecture",,509,,Boeing 747-146SR,15,Japan's Aircraft Accident Investigation Commission,,Faulty repair by Boeing technicians after a tailstrike incident during a previous landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan Air Lines Flight 123
"November 28, 1972",Japan Air Lines Flight 446,62,"Copenhagen, Denmark - Sheremetyevo International Airport, Moscow - Tokyo International Airport, Japan",Sheremetyevo International Airport,DC-8-62,,,,,,76,,,,14,Japan Air Lines Flight 446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stalling after takeoff, accidental spoiler deployment, engine problems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan Airlines Flight 446
"June 14, 1972",Japan Air Lines 471,82,"Don Mueang International Airport, Bangkok, Thailand - Palam International Airport, New Delhi, India",,Douglas DC-8-53,76,JA8012,,,Indian Investigators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan Airlines Flight 471
"February 3, 2005",Kam Air Flight 904,104,,,Boeing 737-200,96,,,8,Unknown,,,,,,,Heavy snowstorm,,,"Herat to Kabul, Afghanistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kam Air Flight 904
30 January 2000,Kenya Airways 431,169,Abidjan - Lagos - Nairobi,,,179,,Airbus A310-300,,Improper response following false stall warning (pilots),,,,,10,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenya Airways Flight 431
"May 5, 2007",Kenya Airways Flight 507,All 114,,Douala International Airport,Boeing 737-800,,5Y-KYA,,,Kenyan Airways Pilots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenya Airways Flight 507
"December 7, 1995",Khabarovsk United Air Group Flight 3949,98,Yuzhno-Sakhalinsk to Khabarovsk,,,98,,Tupolev Tu-154B-1,"Captain Viktor Sumarokov, FO Stanislav Revidovich, NO Alexander Martynov, FE Grigory Moroz, 4 Flight Attendants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autopilot failure leading to steep downward spiral during automated flight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khabarovsk United Air Group Flight 3949
"August 14, 1958",KLM Flight 607-E,99,,"Northwest of Shannon Airport, Ireland",Lockheed Super Constellation,,PH-LKM,,,Irish and Dutch Investigators,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLM Flight 607E
16 July 1957,KLM Flight 844,58,"Biak-Mokmer Airport, Netherlands New Guinea - Manila",,,68,,Lockheed 1049E Super Constellation,,,,"Crash into Cenderawasih Bay resulting in 58 fatalities, attributed to pilot error or technical failure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLM Flight 844
"August 6, 1997",Korean Air Flight 801,229,"Seoul-Kimpo International Airport - Antonio B. Won Pat International Airport, Guam","Asan-Maina, Guam",,254,,Boeing 747-300,16,Poor communication among the flight crew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korean Air Flight 801
27 July 1989,Korean Air Flight 803,79,,"Tripoli, Libya",,,,McDonnell Douglas DC-10-30,,None,199,,,,,Flight 803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korean Air Flight 803
29 November 1987,Korean Air Flight 858,115,"Baghdad, Iraq - Abu Dhabi, UAE - Seoul, South Korea",,,104,,Boeing 707-3B5C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Korean agents, Kim Jong-il",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korean Air Flight 858
"September 1, 1983",Korean Air Lines Flight 007,,New York City - Anchorage - Seoul,"Near Moneron Island, Sea of Japan",Boeing 747,,,,,Soviet Air Forces,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korean Air Lines Flight 007
,,,,,,,,,,,,,,,,Weather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LaMia,---------,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LaMia Airlines Flight 2933
6 February 1965,LAN-Chile Flight 107,87,,"Andes, Chile",Douglas DC-6B-404,,N90217,,,Pilot in Command,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN Chile Flight 107
"August 9, 1970",LANSA Flight 502,100,,"Quispiquilla Airport, Cusco, Peru",Lockheed L-188A Electra,,OB-R-939,,,Líneas Aéreas Nacionales Sociedad Anónima,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LANSA Flight 502
"December 24, 1971",LANSA Flight 508,,"Lima to Pucallpa, Peru",,Lockheed L-188A Electra,86,OB-R-941,,6,,,Intentional flight into hazardous weather conditions,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LANSA Flight 508
"August 31, 1999",LAPA Flight 3142,65,,"Aeroparque Jorge Newbery, Buenos Aires, Argentina",Boeing 737-204C,,LV-WRZ,,,Líneas Aéreas Privadas Argentinas,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAPA Flight 3142
26 May 1991,Lauda Air Flight 004,,"Bangkok, Thailand - Vienna, Austria",,,213,,Boeing 767-300ER,10,,,,223,Uncommanded thrust reverser deployment leading to crash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lauda Air Flight 004
21 February 1973,Libyan Airlines 114,108,"Tripoli to Cairo via Benghazi, shot down by Israeli fighter jets",,,113,,Boeing 727-200,9,Israeli Fighter Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libyan Arab Airlines Flight 114
29 October 2018,Lion Air Flight 610,,"Jakarta to Pangkal Pinang, Indonesia",,,189,,Boeing 737 MAX,,,,,189,"Design flaw involving the Maneuvering Characteristics Augmentation System of the MAX series, leading to serious flight control problems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lion Air Flight 610
