Location,Date,Event,Cause of Death,Full Name,Outcome,Birthplace,Birthdate,Individuals Involved,Victim,Career,Education,Marriage,Date of Death,Occupation,Legal Outcome,Place of Birth,Family History,Date of Birth,Age,Family,Role,Name,Achievements,Individual,Nationality,Individual Involved,Family Background,Profession,Aircraft,Date of Accident,Nickname,Awards,Aviation Accident,Military Service,Position,Event Trigger,Notable Achievements,Disappearance,Background,,Political Affiliation,Flight Number,Affiliation,Place of Death,Aviation Achievements,Death,Cause of Accident,Victims,Incident,Details,Training,Aircraft Involved,Influence,Career Highlights,Circumstances,College,Flight,Accident,Post-War Career,Birth Date,Date of Incident,Rank,Involvement,Political Involvement,Racing Career,Location of Death,Roles,Events,Political Party,Location of Crash,Date of Disappearance,Political Career,Family Connection,Location of Accident,Person,Service Period,Pilot,Cause of Crash,Victories,Contributions,Combat Missions,Spouse,Championships,Airline,Death Date,Achievement,Birth Year,Parents,Military Rank,Record Label,Career Achievements,NFL Team,NFL Draft,College Achievements,NFL Achievements,Route,Military Titles,Service in World War I,Awards Received,Activity in China,Total Fatalities,Survival,Memorial,Outcome:,"Arland Dean Williams Jr. was a passenger on Air Florida Flight 90, which crashed in Washington, D.C. on January 13, 1982, leading to 74 fatalities. He was one of six initial survivors and selflessly helped the others escape before tragically drowning. Williams' heroic actions were honored by renaming the 14th Street Bridge in his memory. Born in Mattoon, Illinois, Williams had a diverse background and a family history that showcased his character and courage during the aviation accident.",Accident Location,FAA Certificates,Military Awards,Combat Achievements,Family Status,Event Involvement,Passenger,UN Position,Bombing Conviction,Childhood,WWI Service,Inventor,Father,Mother,Early Education,Academic Achievements,Honorary Doctorate,"This table provides a comprehensive overview of the key details related to Bipin Rawat, including his personal background, educational achievements, family history, and significant career milestones.",Activism,Outcome/Tribute,Legacy,Podiums,Total Points,Pole Positions,Early Career,Formula Two Career,Formula One Career,World Sportscar Championship,Achievements in Aviation,Details of Final Flight,Additional Individuals Involved,Flying Hours,Pearl Harbor Incident,Mulberry Canyon Crash,Aircraft Owned,Stage Name,Current Position,Playing Position,Premier League Clubs,European Cup Finals,Serie A Clubs,National Team Caps,World Cup Appearances,European Championship Appearances,Managerial Career,Romanian First League Wins,Associated Companies,Relationship,Position(s),District,Aviation Experience,Tragic Event,Notable Events,Aviation Incidents,Burial Location,Notable Achievement,-------------------------------,Felipe Humberto Camiroaga Fernández,Significance,Age at Death,Notable Contributions,Total Flight Hours,House District,Marital Status,Military Career,Notable Actions,Early Flying Experiences,Military Background,Pilot Certification,Competition Aircraft,Aerobatic Aircraft,Aerial Achievements,Company,Cause of Disappearance,Formula One World Championships,Triple Crown of Motorsport,Monaco Grand Prix Success,1969 United States Grand Prix,Decline in Performance,Overall Legacy,Time,Cricket Career,Persons Involved,Activities,Alias,Shootdown Date,Prisoner of War,Diplomatic Efforts,Movie Reference,Military Affiliation,Theaters Served,Total Combat Missions,Times Shot Down,Aerial Victories,Military Service Details,Notable Film Scores,Collaborators,Search Efforts,Declaration of Death,Discovery of Remains,Federal Cabinet Jobs,Retirement,Entry into Provincial Politics,Leadership Election,Cabinet Formation,Re-Election,Early Provincial Election,Early Aviation Experiences,Tragic Death,Aircraft Types,Role in Accident,Date of Crash,Flight Route,Number of Fatalities,Other,Championship Title,Fighting Style,Notable Rivalries,Personal Life,Accolades,Award,Aspirations,Invention,Innovations,Personal Background,Cierva Autogiro Company,Tragedy,Ring Names,Debut Date,Number of Casualties,Date of Aviation Accident,Location of Aviation Accident,Association with James Dean,Details of the Accident,Outcome of the Accident,"In this context, the aviation accident involving Lance Graf von Haugwitz-Hardenberg-Reventlow occurred on September 30, 1955 in Salinas, California. He was friends with fellow auto enthusiast James Dean and was one of the last people to speak to Dean before they met on their way to an auto race, where Reventlow succumbed to injuries in the aviation accident.",Wealth,Number of Passengers,Number of Crew,Person Involved,Family Business,Specialized Bread,Flour Composition,Bread Varieties,Baking Philosophy,Innovation,Recognition,Locations,Known As,Date of Record,Engineer Graduation,Speed Record,Motor Enhancement,Fatal Accident,World Championship Participation,Passengers Killed,Death date,Military Unit,Accompanying,Athletic Achievements,September 11 Involvement,Record-breaking Flights,Founding Hospitals,Relation to Aviation Accident,Aircraft involved,Involvement in Aviation Accident,Midshipman,Sub-lieutenant,Lieutenant,Lieutenant Commander,Captain,Rear Admiral,Vice Admiral,Incident Date,Target,Combat Experience,Date of Husband's Crash,Significant Achievements,Heroic Act,Political Title,Negotiation,Transfer of Panama Canal,Father's Origin,Key Achievements,"In this table, the event is the aviation accident that occurred on December 20, 1995. The victims involved in the accident were Paris Christos Kanellakis, Maria Teresa Otoya, Alexandra Kanellakis, and Stephanos Kanellakis. The cause of death was the crash of American Airlines Flight 965.",Incident Type,Year,Victim 1,Victim 2,Notable Projects,Notable Fact,Hall of Fame,Guitar Techniques,Notable Songs,Guitar Model,Victory Count,Shared Kills,Probable Kills,Damaged,Destructions,Unit,Inspiration,Space Mission,Victim Name,Racing Series,Number of Victims,Racing Achievements,Parachute Design,Decorations,Circumstances of Death,Squadron Leader Robert Kronfeld,- Awarded the Hindenburg Cup in 1930,- Held world records for distance and height in 1930,- Successfully flew 100 km in a glider in 1929,- Built a gigantic sailplane named Austria,Teams,Seasons Played,Games Played,Rushing Yards,Touchdowns,High School,Degree,Role in Notre Dame,Association,Films,Debut Film,Number of Isle of Man TT Victories,Aircraft Piloted,Race/Event,Eric Forman,Donna Pinciotti,Steven Hyde,Band Name,Guitarist,Significant Acts,Debut Album,Signature Style,Impact,Europe Fame,Notable Races Won,Driving Style,Significant Wins,Congressional District,Consequence,Notable Accomplishments,Firsts,Residence,Team,Duration with Team,Survivors,Relationship to Aviation,Formation Year,Albums Released,Chart-topping Hits,Sport,World Junior Championships 1994,European Indoor Championships,Personal Best,Olympic Performance,Citizenship Change,Finalization of Transfer,Expansion Efforts,Partnerships,Career Achievement,Date and Location,Other Individuals Involved,Promotions,Significant Commands,Spouses,Children,Key Achievement,Political Event,Exiled Location,Connection to Aviation Accident,trigger
,,,,Joseph Christopher McConnell Jr.,,"Dover, New Hampshire","January 30, 1922",,,"First American triple jet-on-jet fighter ace, top-scoring American jet ace, served in various fighter squadrons in the U.S.",,,,,,,,,,,,,"Top American flying ace during the Korean War, credited with 16 MiG-15s shot down, awards include Distinguished Service Cross, Silver Star, and Distinguished Flying Cross",,,,,,,,,,,"U.S. Army, U.S. Army Air Forces, U.S. Air Force",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60 combat missions in Europe as a B-24 Liberator navigator, involvement in Korean War with assignments in 39th Fighter-Interceptor Squadron of the 51st Fighter-Interceptor Wing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph C. McConnell
,,,,"Giacobbe ""Jake"" LaMotta",,,,,,,,,,,,,,,,,,,,,,,,American professional boxer,,,"The Bronx Bull, Raging Bull",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Middleweight Champion (1949-1951),"Rough fighter, swarmer, slugger",Six-fight rivalry with Sugar Ray Robinson,"Managed by his brother Joey, Italian descent, turbulent life in and out of the ring","Ranked 52nd on Ring Magazine's list of ""80 Best Fighters"", inducted into IBHOF in 1990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph LaMotta
,,,Killed in action during World War II as a land-based patrol bomber pilot,Joseph Patrick Kennedy Jr.,,,"July 25, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,US Navy lieutenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Posthumously awarded the Navy Cross,Intended to run for a seat in the US House of Representatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Joseph P. Kennedy, Jr."
Lost at Sea,,,,Brigadier General Joseph Warren Stilwell Jr.,,"Syracuse, New York","April 6, 1912","Hal Grimes, Harold Fossum",,"United States Army general, served in Vietnam War, attended West Point, lieutenant with 15th Infantry Regiment in China, commander of US Army Support Group, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 25, 1966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Joseph Warren  Stilwell, Jr."
"Saint-Just-Saint-Rambert, France",1988,Plane Crash,,,Fatal,,,Louis José Lucien Dolhem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jos茅 Dolhem
Paraguay,"September 7, 1940",Aviation Accident,Fatal plane crash,,,,,,José Félix Estigarribia Insaurralde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jos茅 F茅lix Estigarribia
,,,Aviation accident,Juan Camilo Mouriño Terrazo,,"Madrid, Spain",Unknown,,,"Secretary of the Interior, politician affiliated with National Action Party","University of Tampa, Universidad Autónoma de Campeche",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Action Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Camilo Mouri帽o
,,,,"Juan de la Cierva y Codorníu, 1st Count of la Cierva",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designed and built a tri-motor airplane for Spanish government,,,,,,,,,,Supported Nationalist forces in Spanish Civil War,,,,,,,,,,,,,,,,Helped rebels acquire De Havilland DH-89 'Dragon Rapide',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autogiro rotorcraft,Developed articulated rotor for rotary-wing aircraft,"Born in a wealthy, aristocratic Spanish family, father was War Minister",Established in the UK with James G. Weir,Brother summarily executed by Republican army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan de la Cierva
,,,Aviation accident,Justin Roderick Strunk Jr.,,"Jamestown, New York, United States",-,,,"Singer-songwriter, comedian, banjo player","Virginia Military Institute (B.A in History, 1959)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jud Strunk
Havelian,7 December 2016,Aviation Accident,,,Fatal plane crash,,,"Junaid Jamshed, wife",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Junaid Jamshed
,,,Died in an air crash in 1967,Patricia June Thubron Smith,,"Karachi, British India",,,,"Started in films in 1952, moved from supporting roles to second female leads",,,,,,,,,,"Sister Diana, brother Keith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June Thorburn
"Near Kigali, Rwanda","April 6, 1994",Aviation Incident,,,Assassination by missile attack,,,"Juvénal Habyarimana, Cyprien Ntaryamira",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juv茅nal Habyarimana
,,,Plane crash,,,"Brookline, Massachusetts",,,,,"Riverdale Country School, Noroton Convent of the Sacred Heart, Holy Child Convent",,1948,,,,,,,"Joseph P. Kennedy Sr., Rose Kennedy, John F. Kennedy, Robert F. Kennedy, Edward M. ""Ted"" Kennedy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flying to the south of France while on vacation with her partner,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marquess of Hartington, 8th Earl Fitzwilliam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kathleen Cavendish, Marchioness of Hartington"
,,,,Kazuharu Sonoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Japan Pro Wrestling dojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NWA Western States Tag Team Champion, NWA/WWC North American Tag Team Champion, WCCW All Asia Tag Team Champion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haru Sonoda, Magic Dragon","January 15, 1975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kazuharu Sonoda
unspecified,unspecified,Aviation Accident,,,Result unspecified,,,Keith Gordon Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Green
,,,"Private plane crash near Provo, Utah",Kenneth Douglass Hubbs,,"Riverside, California","December 23, 1941",,,Professional baseball player for Chicago Cubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Hubbs
"Near Bazaar, Kansas",,Aviation Accident,,,,,,,Knute Rockne,,,,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knute Rockne
"Calabasas, California","January 26, 2020",Aviation Accident,,,,,,"Kobe Bryant, daughter Gianna, and seven others",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kobe Bryant
Taiwan,"August 22, 1981",Far Eastern Air Transport Flight 103,,,,,,,Kuniko Mukōda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuniko Mukoda
"Near Perryville, Arkansas",,,Plane crash,,,,,,Kurt John Budke,,,,"November 17, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kurt Budke
"Near Mount Osutaka, Japan","August 12, 1985",,,,,,,,Kyu Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan Airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyu Sakamoto
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"September 30, 1955","Salinas, California",Friend and last person to speak to him before the accident,Involved in an aviation accident on the way to an auto race,Succumbed to injuries in the aviation accident,"In this context, the aviation accident involving Lance Graf von Haugwitz-Hardenberg-Reventlow occurred on September 30, 1955 in Salinas, California. He was friends with fellow auto enthusiast James Dean and was one of the last people to speak to Dean before they met on their way to an auto race, where Reventlow succumbed to injuries in the aviation accident.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lance Reventlow
"Lanet, Aude department, France",,Aviation Accident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanet
